t_s,x_eci_m,y_eci_m,z_eci_m,vx_eci_mps,vy_eci_mps,vz_eci_mps,x_ecef_m,y_ecef_m,z_ecef_m,lat_rad,lon_rad,alt_m,altitude_m,sun_hat_x,sun_hat_y,sun_hat_z,moon_hat_x,moon_hat_y,moon_hat_z,eclipse_flag,solar_flux_w_m2,gs_range_m,gs_elevation_rad,gs_azimuth_rad,gs_contact_flag,moon_range_m,moon_occulted_flag,earth_view_scale,earth_ir_flux_w_m2,albedo_flux_w_m2,b_eci_x_t,b_eci_y_t,b_eci_z_t,atmospheric_density_kg_m3
76200.0,-10133187.002106534,-910370.3836261383,-1862052.415384352,5351.230524993333,-2554.236637901568,-5081.500632529917,-6969181.942533193,-7412203.188453058,-1862052.415384352,-0.18175125928886401,-2.3253990427986033,3965550.1711578555,3964855.4225382246,-0.25564935245970327,0.8870216907838339,0.38449438053880985,0.9952381754610803,0.04967078503496359,0.08386767684221574,False,1361.0,15367671.495358117,-1.0477196474217165,5.416303534258654,False,394684798.6468235,True,0.3802728100475609,90.12465598127194,16.018567993975914,3.8713666625942405e-06,3.4780543900459877e-07,-6.6050071541066954e-06,0.0
76800.0,-6183178.089651543,-2319312.3349785353,-4660455.257169505,7925.06383082377,-2001.1490858293632,-3963.525172346205,-3333320.56699923,-5700866.161659158,-4660455.257169505,-0.6170486159207846,-2.099893011115181,1711733.3270139396,1704606.6059551807,-0.25576106657658815,0.8869945799881809,0.38448262886013024,0.9941793500353812,0.05516960216505964,0.09254045039968256,False,1361.0,13696199.467098497,-1.2038233632623787,4.75152426133125,False,391079947.39814585,True,0.6226874052815742,147.57691505173307,0.0,2.028632897523055e-05,7.609409326642288e-06,-4.017749674381777e-08,0.0
77400.0,-704293.5787946854,-3068760.8829062213,-6131827.618649786,9955.654765770234,-287.7143614578685,-523.3361566619801,1265111.0266278805,-2883195.6041675955,-6131827.618649786,-1.0989411840477386,-1.1573054975714596,531742.586055533,514803.7908688085,-0.25587277728913976,0.8869674573457207,0.38447087204625713,0.9933804188255728,0.05932127086232338,0.09836834001450014,True,0.0,11846672.839406554,-1.0873897322462494,3.735043400220405,False,385825914.22738796,False,0.8562066389350219,202.9209734276002,0.0,6.740285699359512e-06,2.9368896319068287e-05,3.3964777135834365e-05,7.813517489049692e-13
78000.0,5018383.62645869,-2606506.591642761,-5175941.228126581,8573.606900885547,1675.2398836129637,3399.14829077118,5616716.73494542,656158.4823576466,-5175941.228126581,-0.7439835630232986,0.11629529313776456,1297688.4477479113,1287919.250224513,-0.25598448459600276,0.8869403228567787,0.3844591100973316,0.9933345682324783,0.06049012944500128,0.0981192121560444,True,0.0,10003590.185811497,-0.7010574279972811,3.205940430064968,False,380028416.0182799,False,0.6922192680429612,164.0559665261818,0.0,-2.382596860218602e-05,1.2375009332974226e-05,6.605167519909519e-06,0.0
78600.0,9342830.003707692,-1312519.5748115827,-2563376.638604903,5897.674703421912,2463.2093126478344,4959.566005033006,8645059.297911178,3778111.9422330153,-2563376.638604903,-0.26640540492119463,0.4120121596932837,3399945.629218108,3398471.814092422,-0.2560961884881567,0.8869131765235433,0.3844473430143023,0.9938862299601832,0.05928578792259321,0.09314159782788424,False,1361.0,9027701.757207744,-0.2354225580790462,2.917062269214591,False,375411171.5283829,False,0.425609399081052,100.86942758220933,0.0,-6.51189000736863e-06,9.148173626512957e-07,-6.876405370040356e-06,0.0
79200.0,12248941.67746444,218487.6366741422,514541.26762798737,3924.3247918330026,2580.7597638920897,5182.190165195768,10596899.189638745,6147360.135044841,514541.26762798737,0.042122151662433466,0.5256656022608758,5883591.545504411,5883553.820657525,-0.2562078889791373,0.8868860183427216,0.38443557079574164,0.9946112424390608,0.057201652270109545,0.08646645240437056,False,1361.0,9315967.518156929,0.19238283922128976,2.7032809478952675,True,372159382.76420194,False,0.2705745623469032,64.12617127621606,0.0,5.522355391835384e-07,9.850372466518085e-09,-4.368020677672214e-06,0.0
79800.0,14186265.946222445,1744770.3672696454,3576856.086895299,2621.2371535132415,2490.2688573643554,4992.935775878667,11904897.348820819,7909980.040777088,3576856.086895299,0.2458978511707086,0.5864530731228635,8357040.196552482,8355778.453735059,-0.25631958606006144,0.8868588483164683,0.3844237934425837,0.9953190170648542,0.05494717180618403,0.0795038526082493,False,1361.0,10517882.312666094,0.5120405191189915,2.5195043019527916,True,369891004.79331946,False,0.18739212672843333,44.4119340346387,0.0,1.7747454686952945e-06,2.1827613516932382e-07,-2.0834628800064786e-06,0.0
80400.0,15476567.92445578,3196450.3223249274,6485882.384425412,1732.5777842418458,2344.981038076822,4696.798810559093,12825098.160711505,9233542.470336022,6485882.384425412,0.3903328346327637,0.6239959283103388,10707340.079862257,10704255.095019493,-0.25643127972949137,0.8868316664451292,0.38441201095497857,0.995954055488781,0.05277044421627263,0.07273788265180267,False,1361.0,12161144.517481506,0.7287256090916473,2.3502075782570966,True,368301290.8386043,False,0.13940884041974816,33.03989517948031,4.529315770050941,1.6759369487484477e-06,3.4613935248254385e-07,-9.216675384219576e-07,0.0
81000.0,16315420.668330925,4557241.332641119,9210330.301677505,1096.5097801091047,2191.2532858021477,4385.437840533048,13496352.438810986,10237669.216962095,9210330.301677505,0.49892859469474415,0.6489512104003105,12908642.182543956,12903760.842653647,-0.2565429699859622,0.8868044727290569,0.384400223333079,0.9965060715841152,0.05075568363722766,0.06632880124434541,False,1361.0,13957107.62924023,0.8735861007516892,2.189304587559846,True,367196128.5377633,False,0.10941783863889687,25.93202775741856,7.868911161913758,1.3692475493082103e-06,3.8245973874501964e-07,-3.56278051179905e-07,0.0
81600.0,16824338.027985435,5827147.807421525,11751002.759565663,621.4532029785983,2043.1983142145777,4086.469990695908,13997319.681606717,11004046.682032911,11751002.759565663,0.5842861138998465,0.6662409570939544,14961427.583613474,14954937.49723959,-0.25665465682798144,0.8867772671686113,0.3843884305770408,0.9969789524044841,0.048928931398530114,0.06032352886440893,False,1361.0,15767154.376175702,0.9717258057604595,2.034757850856039,True,366451125.35742575,False,0.08938832247117223,21.18503242566782,9.180801848928645,1.0866834255052696e-06,3.763752802494408e-07,-7.482978417957038e-08,0.0
